emotion,tweet
Other,RT @GaryValenciano1: For those who want to get to Antipolo do not pass Sumulong hiway Masinag. It's flooded and quite impassable pls RT.
Other,RT @ABSCBNNews: RT @lyndajumilla: PAGASA-DOST keeping close eye on Angat Dam as water levels rising steadily since this am. Angat 1m awa ...
Other,"RT @HecklerForever: ‚Äú@govph: Updated list of suspension announcements for August 10, 2012 http://t.co/ZCndgQ3j #PHalerts‚Äù"
Other,"RT @DZMMTeleRadyo: FLOOD ALERT: As of 5:00 PM, Katipunan Balara; waist deep. Not passable to all types of vehicles. | @MMDA"
Other,"@leiangelo @rodmagaru diba nasa US vacay daw, kaya acting si vice mayor now #FloodPH"
Other,@jeric_estrada yo jeric look its manila a few hours ago! http://t.co/XptKpSuN
Other,"RT @MarikinaPIO: Abiso Marikenyo> As of 2:45pm Aug. 9,2012 ang water level ng Marikina River ay 17.7m above sea level"
Other,@annepallorina you know it. just when i thought that they can be killed by immersing them in flood water #NextTimeWeWillGetThem
Other,"RT @DONATtouch1D: ‚Äú@franciszamora30: san juan city declares state of calamity. no classes in all levels tom, aug. 9. pls be guided accor ..."
Other,"RT @derpeon: ""12,000 prisoners in Muntinlupa jail gave up their meals yesterday so that the food could be donated to flood victims."" Ble ..."
Other,"RT @FEUCSO1213: Classes and office operations in FEU Manila, FEU EAC, FEU Makati, FEU Cavite and FEU Diliman will remain suspended tomor ..."
Other,Aquino chides public for not taking seriously flood warnings  http://t.co/nkJ4keAb
Other,RT @GetReadyPinas: #ReliefPH What to donate: http://t.co/exPNYCro
Other,"RT @MMDA: FLOOD ALERT: As of 5:00 PM, Katipunan Balara; waist deep. Not passable to all types of vehicles.  C.P ... http://t.co/xSwa1mlG"
Other,"@KarlaTumaru we're parked here in front of your house. Maggrocery kami sa ever, kaso lakas ng ulan. We can't get out."
Other,"RT @CheckLit: ‚Äú@louieang8: ""@marsmiranda: The sinkhole on EDSA SB by Petron/Connecticut killed 7 tires in 45 mins na daw. http://t.co/BQ ..."
Other,"RT @MandaluyongPIO: MANDALUYONG CITY -after due consultation with private and public schools, pre-school to high school, still suspended ..."
Other,"‚Äú@YouScoopGMA: YouScoop: Due to floods along Ortigas Avenue Extension, car owners park their cars on Ortigas Bridge http://t.co/UbTxbwpq‚Äù"
Other,"RT @MMDA: FLOOD ALERT: As of 5:00 PM, Katipunan Balara; waist deep. Not passable to all types of (cont) http://t.co/swpsuYV7"
Other,Hndi na ba baha sa sa UERM? Or V.Mapa? Or Pureza?
Other,"RT @gmanews: MARIKINA CITY: Classes suspended until FRIDAY. Preschool to HS, PUBLIC SCHOOLS | #walangpasok via @marcmeru"
Other,RT @bistekofficial: No classes in QC until friday (public and private).
Other,"RT @MMDA: RT @PingMedina: HUGE crack on EDSA southbound near Connecticut/Petron. http://t.co/hxOWhtVX -- for your safety, slow down at t ..."
Other,. ' #lrt cause cute girls don't smoke.
Other,"RT @billmckibben: Phillippines official after aerial survey of coast: ""It was difficult to distinguish the sea from the flood waters."" h ..."
Other,RT @meralco: Meralco Scheduled Service Interruption for Bgys. Palanan and San Isidro in Makati City and Pasay City (FRIDAY (cont) http: ...
Other,"RT @DZMMTeleRadyo: As of 4:25pm, Marikina River water level is 17.2 meters from 18.00 at 2pm today. | via @dexterganibe"
Other,"RT @YouScoopGMA: Photo: Chest-high flood at West Tapinac, Olongapo City. And still rising. http://t.co/Ib3Nf3BO via YouScooper ‚Äè@emmandroidy"
Other,"RT @ilothtmytheat: Tahanan ng Pagmamahal Orphanage in Pasig has not received any Relief Goods w/ 18 girls in 146 St. Francis, Oranbo Pas ..."
Other,Putra Heights LRT line awaits tweaking - Free Malaysia Today http://t.co/hruROSWx
Other,Not to sound cynical or anything but didn't Pagasa say that the weather will be improving this afternoon? Are we more reliable now? #habagat
Other,"RT @dost_pagasa: as of 04:25PM: At 04:00 Observation: Torrential Rainfall (30.0-50.0 mm/hr) over QC, Manila and Marikina, Heavy (cont) h ..."
Other,"@rosancruz .@MMDANavigator lagay nyo sa TNAV, ‚ÄúDeep potholes in front of Petron Connecticut. Drive slowly.‚Äù EDSA Connecticut SB."
Other,"‚Äú@SanMateoRizal: Classes are still suspended for all levels Public and Private tomorrow Aug 9, 2012 in San Mateo Rizal‚Äù"
Other,"I'm at Johnson & Johnson (Para_±aque City, Metro Manila) http://t.co/5SIRM71g"
Other,@tonyocruz still raining hard here in pampanga
Other,"RT @vanessuuuhhh: Ateneo, Miriam, SHS, LSGH, DLSU, UP, UST, AC, DLS-CSB, UA&P, Letran, Poveda, St. Paul Pasig & Enderun are acce ..."
Other,@jurrnurrcurr you may call Manila Traffic Hotline 527-3087. #mmda
Other,@cypadilla taguig.
Other,#LRT I need that shit more than anything
Other,"@gmanews: Pasig City, Pasay City, under state of calamity. #QRT"
Other,FLOOD here @Baretto >.< http://t.co/XflYvKll
Other,New QC comic: Pecuniary Pals http://t.co/mwctFyZu
Other,RT @FGCU_MBB: FGCU defeats the Commonwealth Bank Giants 110-95 in its first game in the Bahamas! Recap coming soon ... Comer leads all s ...
Other,@enticingariana pasig city. what about you ?
Other,"RT @AngelBrewrats: As of 5pm, baha na din sa Katipunan Balara, UP C.P.Garcia (not passable by vehicles) & Ateneo southbound (not pas ..."
Other,"@meralco SABAS PAULMITAN, #16 Fernandez St.Brgy. San Antonio, San Francisco Del Monte Quezon City. 4486864 near Coca-Cola near Munoz."
Other,RT @KRISHpyykreme: MCSLine>VICE MAYOR JOSE FABIAN CADIZ SUSPENDS ALL CLASSES FROM PUBLIC AND PRIVATE PRE SCHOOL TO HS IN MARIKINA UNT ...
Other,"@MMDA: Flood Update: As of 10:32am, 1 lane passable both directions at Marcos Highway Filinvest, the lane near center island. #MMDA"
Other,RT @akoposimarcelo: Mayor Herbert Bautista: No need to declare State of Calamity in Quezon City | via @gmanews
Other,Cubao‚Äôs four churches provide shelter to flood victims http://t.co/NliF92Gi
Other,"Prado Jeep ""@me_cinchy: Mercedes benz RT @johannesmathews: #LOLMockAwards The Most Used Car by Igbo men _________"""
Other,RT @Xerendipity: Cebu Bloggers Campaign for #rescuePH  #reliefPH #floodPh please help spread the BUZZ: http://t.co/d45LYV6b
Other,"RT @JM_rodriguez: Urgent notice:there's a big crack in the mid of EDSA SB frnt f Petron Connecticut,f u hit it at highspeed u may turntu ..."
Other,"RT @RosYahoo: Family of 6 w/ baby in 523 Daisy St. Phase 4 Greenland Vill,Cainta needs help.Ran out of food,water"" @DivinemLee @Jimpared ..."
Sadness,@celzalejandro Yeah huhu I saw some Tweets about that. D: And yeah people from near where I live tweeting photos of the flood. @-)
Sadness,"@iLOV3mark Woah. Hmmm dito sa Makati, suspended ulit all levels. That ain't good either :("
Sadness,Oh no! Not Pasay! Huhuhu
Sadness,"Aww :( ""12,000 prisoners in Muntinlupa jail gave up their meals yesterday so that the food could be donated to flood victims.‚Äù"
Sadness,"@erwanjheussaff: A fog is taking over makati"" yup sobra sobra :("
Sadness,@shineelover0130 Saan ka? How are things there? :( Baha pa din?
Sadness,#18ThingsIWant.. For the rain and the flooding to stop in the Philippines :/ #PrayForThePhilippines
Sadness,"‚Äú@_ayybriana: my lrt, like only if oomfs was like that.‚Äùbut I am?_üò¢_üò¢_üò¢_üò¢_üò¢_üòÅ_üòÅ_üòÅ_üíî_üíî_üíî_üíî"
Sadness,I really am excited for the new jeep even though I'm sad about my baby :(
Sadness,RT @lwalubengo: I cant even imagine the scale of the flooding in the Philippines' capital Manila. 800k people evacuated... say a prayer  ...
Sadness,UST on flood. Keep safe everyone. :( http://t.co/7bgE1M5D
Sadness,My mom's stranded in C5 southbound =(
Sadness,omg its going to flood in our house again :((
Sadness,All roads to our place in Fairview is no longer passable. Staying over at someone else's place again :( #fb
Sadness,Will report to work tomorrow! Sayang 2days na absent dahil sa baha! :(
Sadness,"Fudge. My cousins are on my way here. SUPER baha na kasi :( Gosh. Keep them safe, Lord"
Sadness,"Even if there will  be a classes tomorrow, still few of my classmates cant make it bcoz their uniforms are wet due to flood. :("
Sadness,@thewantedmusic not really :( please pray for the Philippines. Flood everywhere
Sadness,"RT @OFFICIALMLTR: Our thoughts is going to the Philippines right now, that is struggling with a major flood.  We saw some pictures... ht ..."
Sadness,"#Lrt I don't have shit to do , Imma be laid up in my bed all alone :("
Sadness,RT @ailovegie: @keancipriano @1migueldeguzman  OBANDO BULACAN FLOOD VICTIMS THEY NEED HELP :( Please RT this . Thanks guys . #rescuePH # ...
Sadness,"RT @ohjenlam Huhuhu, #PrayForThePhilippines"
Surprise,Omg! He braved d flood jus 2 giv u food? Now eatwell RT @IcaTamis Wooow! Thanks for the food!:) naiiyak ako. Haha #tolits #husbandofmycousin
Surprise,"OH MY GOD watching the news WEST FAIRVIEW, QC ghost town :O"
Surprise,No please?! Don't suspend in Manila! Omg!! I wanna go to school!! Rain rain go away!
Surprise,"RT @_anikalol: Amazing ‚Äú@the_green_mind: 12,000 prisoners in Muntinlupa jail gave up their meals yday so that the food could be donated  ..."
Surprise,"@NerdyBojangles baha omg cx. It's like wizardry for faggots,Harry Fagger and the Faggots xD"
Surprise,It's amazing how Singapore is so hot & dry while Philippines is submerged in water. It's like two different planets. #PrayforthePhilippines
Surprise,"@youthdawnbreak_: ""@heyyyyLuis: Holy shit ! this is pasig. http://t.co/RsgG4WNJ"" wow grabe na tong rainfall na to"
Trust,"RT @superYruj: RT @damnitstrue God I rest assured that YOU are bigger than any flood, any storm, any typhoon, any tragedy, any problem w ..."
Trust,"#LRT , so true ... But I always stick with my mind ..."
Trust,RT @holywords: Its the perfect time to say to Your BIG STORM that you have a BIGGER GOD. #PrayForThePhilippines
Trust,"@CassadeePope: My thoughts are with you, Manila. Love you all so much."
Trust,RT @JSanchezAI11: #PrayForThePhilippines
Trust,RT @GawadKalingaHQ: Prayers goes out to our relief teams who are braving the rains to send much needed goods to areas that need them the ...
Trust,@neilhimself Please help us spread news.My country need prayers for the flood to recede soon.Thank you  #PrayforthePhilippines
Trust,Hello guys! Pls Be safe the rains will still be the same as yesterday per PAGASA advisory. Let's all pray & magtulungan po tayo. INGATS :)
Trust,"RT @the_green_mind: 12,000 prisoners in Muntinlupa jail gave up their meals yesterday so that the food could be donated to flood victims."
Trust,RT @RealAGarfield: Thought I would give a tweet to Philippines who are hanging on through this tragedy... #PrayForThePhilippines
Trust,#18ThingsIWant 01] the flood in Philippines to die down and hope that everyone is alrite.
Trust,#PrayForThePhilippines
Trust,"RT @Godstagram: Snow in Africa, Drought in USA, Flood in Manila, Volcanic Eruption in New Zealand and Earthquake in California. Trust Go ..."
Trust,"RT @ShiroUnlimited: ""Baha ka lang, PILIPINO AKO!"" God Bless the Philippines! Keep the Filipino Spirit ALIVE! #bangonPilipinas #reliefPH  ..."
Trust,RT @Godstagram: I hope to see you tomorrow Morning. God is Good. Keep on Praying everyone. #PrayForThePhilippines http://t.co/rd8aUYzN
Trust,RT @BruroMars: Mr. Sun is loading. keep on praying! #PRAYforthePhilippines #BangonPilipinas http://t.co/Il6ivbQF
Trust,"RT @NatashaGerona: The rain is strong, but our prayers are stronger. #PrayForThePhilippines"
Trust,"RT @damnitstrue: God I rest assured that YOU are bigger than any flood, any storm, any typhoon, any tragedy, any problem we can ever face."
Trust,"Father, stop sending us the rain. We need lots of sunshine now dear Jesus. I pray in Jesus' name for good weather, #PrayForThePhilippines"
Trust,"Snow in Africa, Drought in USA, Flood in Manila, Volcanic Eruption in New Zealand and Earthquake in California. Trust God #PrayForTheWorld"
